Date,V_USD_ChangeOpenClose,P_USD_ChangeOpenClose,V_USD_ChangeClose,P_USD_ChangeClose,V_APL_ChangeOpenClose,P_APL_ChangeOpenClose,V_APL_ChangeClose,P_APL_ChangeClose,V_IBM_ChangeOpenClose,P_IBM_ChangeOpenClose,V_IBM_ChangeClose,P_IBM_ChangeClose,V_GGL_ChangeOpenClose,P_GGL_ChangeOpenClose,V_GGL_ChangeClose,P_GGL_ChangeClose,V_TSL_ChangeOpenClose,P_TSL_ChangeOpenClose,V_TSL_ChangeClose,P_TSL_ChangeClose,V_BNB_ChangeOpenClose,P_BNB_ChangeOpenClose,V_BNB_ChangeClose,P_BNB_ChangeClose
2024-02-26,-0.13899993896484375,-0.13379530251368318,,,-1.0749262553954395,-0.5926260966312334,,,-1.422174186463792,-0.7920264937293482,,,-4.6831695995822145,-3.276400870149883,,,7.1100006103515625,3.697540620208814,,,-0.69000244140625,-0.4601243068245633,,
2024-02-27,0.04400634765625,0.042430072034021736,0.00800323486328125,0.007716564764855895,1.5228082385815185,0.8448364040486701,1.46307373046875,0.8116963895983832,0.6868916104390621,0.38552967037337765,0.715911865234375,0.4018177849686876,0.6875320903698423,0.49494471220202835,1.345184326171875,0.9683793360360394,-4.30999755859375,-2.112329788479105,0.3300018310546875,0.16173389625234585,2.05999755859375,1.3733317057291665,2.7899932861328125,1.8599955240885417
2024-02-28,0.15399932861328125,0.14843308782003012,0.14499664306640625,0.13975580054593373,-1.084873799066287,-0.5972255606252797,-1.2042999267578125,-0.662969922896047,0.648199569761033,0.3628869366983901,0.4160308837890625,0.23291001727414698,-1.664034533231387,-1.2005847264245098,-2.6604461669921875,-1.9194860261480564,1.6199951171875,0.80830013570897,2.30999755859375,1.152578375260997,1.399993896484375,0.9208668734627546,1.3699951171875,0.9011347287954219
2024-02-29,0.20800018310546875,0.20021193986665264,0.194000244140625,0.18673620683450992,-0.5175604486237546,-0.28686724786485895,-0.6668548583984375,-0.36961637710677625,-1.083555661289239,-0.6016627203384783,-0.26123046875,-0.14505266326273752,1.4248729939749865,1.0336050688073861,2.341583251953125,1.698588104685294,-2.29998779296875,-1.1264511095467202,-0.1599884033203125,-0.07835655258072183,4.07000732421875,2.6531991435183664,4.040008544921875,2.6336432240330514
2024-03-01,-0.26099395751953125,-0.25081103559758555,-0.2989959716796875,-0.28733036584142707,0.10948364233610164,0.06126461068333252,-1.0848846435546875,-0.6070773122405283,2.62182114112224,1.460990551956172,3.0668792724609375,1.7089959230162224,-1.5245210751686784,-1.0959091559401049,-1.69390869140625,-1.2176742417504696,2.1199951171875,1.0572486894159998,0.7599945068359375,0.3790118146034339,2.4900054931640625,1.5836707758225388,2.25,1.4310246525090438
2024-03-04,-0.016998291015625,-0.016376792056932432,-0.02100372314453125,-0.020235775822592006,-1.0450531398275302,-0.5960759746524726,-4.53857421875,-2.5887057297588374,5.127565853677055,2.822754157869798,4.701873779296875,2.588408250431638,-2.331618845822618,-1.7137809088557185,-3.8661041259765625,-2.8416546103226237,-10.589996337890625,-5.328836393882694,-14.5,-7.2963318631977705,-1.80999755859375,-1.1319559897954101,-1.6300048828125,-1.0193902095254164
2024-03-05,-0.02700042724609375,-0.026016985511354694,-0.02500152587890625,-0.02409089051164435,-0.6369915776344044,-0.3747946885901381,-4.95660400390625,-2.916378990453293,-0.048376188257435615,-0.02604325612385971,-1.073883056640625,-0.5781235045294508,1.0362699101127646,0.7834814246609102,-0.4185028076171875,-0.31641290819765744,-2.30999755859375,-1.261948932030661,-7.399993896484375,-4.042607906645054,2.1300048828125,1.3549649644801205,1.2400054931640625,0.7888075809392872
2024-03-06,-0.4640045166015625,-0.44708243024417293,-0.43199920654296875,-0.41624434292011914,-1.9308849910270567,-1.1341064358087216,-0.99530029296875,-0.5845902128110478,2.573459420589728,1.3746788951469597,4.0730133056640625,2.175703796279821,-1.673992941129569,-1.2514957284144894,-1.2156524658203125,-0.9088352948394572,-3.45001220703125,-1.916779877626194,-4.20001220703125,-2.333469681010018,3.769989013671875,2.354771311647745,4.5399932861328125,2.8357233685534
2024-03-07,-0.48299407958984375,-0.4677682363444696,-0.5489959716796875,-0.5316894932768153,-0.1492889826571684,-0.08867508241008883,-0.119415283203125,-0.07093061986615894,-1.006171566392652,-0.5263733856076995,0.367645263671875,0.19233169432068883,1.3451727554947581,1.008294950832587,2.6704254150390625,2.001658487030958,4.29998779296875,2.466296324885557,2.1100006103515625,1.2102096567170788,-1.4600067138671875,-0.8848525538589015,-0.3300018310546875,-0.20000110973011362
2024-03-08,-0.0469970703125,-0.04574591914468202,-0.0839996337890625,-0.08176340418554366,1.7218653841285345,1.0236661109698546,1.72186279296875,1.0236645704995693,-0.1064217000609915,-0.05610558590294665,-0.5708160400390625,-0.3009345683336857,1.2504965090418523,0.9293809678886785,1.046234130859375,0.7775712144300861,-6.160003662109375,-3.39394141163051,-3.30999755859375,-1.8236901149276858,-1.089996337890625,-0.6566242999341114,1.3700103759765625,0.8253074554075679
2024-03-11,0.141998291015625,0.13825167197094426,0.16399383544921875,0.15966686487295545,-0.18910950237909674,-0.10986610311320405,2.0105133056640625,1.1680389370797288,-3.250682010480233,-1.7222823688674176,-4.0826873779296875,-2.16309699501092,1.863299907834886,1.3642627980345245,2.6405029296875,1.9333119160938879,2.32000732421875,1.3223182471203763,2.4300079345703125,1.3850145208535773,-0.769989013671875,-0.4701936000857236,-1.9199981689453125,-1.1724464053185863
2024-03-12,0.16400146484375,0.15958107443882524,0.082000732421875,0.07979053721941262,0.0796258447499838,0.04620377353435337,0.47772216796875,0.27720355031050314,5.146904167777251,2.7642065259506063,5.8531494140625,3.1435039939169394,1.3650903081175727,0.9909548768083244,0.677581787109375,0.4918744000889237,-0.230010986328125,-0.12938683737420426,-0.230010986328125,-0.12938683737420426,3.6699981689453125,2.251532618984854,3.67999267578125,2.2576642182707056
2024-03-13,-0.15399932861328125,-0.1496301315129137,-0.167999267578125,-0.1632328707413604,-1.6322920252851816,-0.9492384957415103,-2.0901031494140625,-1.2154726842752097,-0.8223509202029788,-0.43027390047314246,-1.0448455810546875,-0.5466884908957858,0.70746468209299,0.5069304057142844,1.1458740234375,0.821070504721365,-3.57000732421875,-2.062991771893232,-8.05999755859375,-4.657611913582615,2.339996337890625,1.4407070337832526,-1.910003662109375,-1.1759658192599138
2024-03-14,0.5970001220703125,0.5810502760341525,0.5760040283203125,0.5606151276680695,0.08957338146865368,0.052048080495383356,1.8611907958984375,1.0814753978679343,-3.4054795706136076,-1.7872578456479913,-3.16363525390625,-1.66033353337478,2.032689654762777,1.433586256066929,3.557220458984375,2.5087855137410213,-5.2700042724609375,-3.141207688057499,-6.9799957275390625,-4.160455116996628,0.6999969482421875,0.4223464010148466,1.6800079345703125,1.0136405688966894
