Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-28T00:00:00.000000000-0500,97.2300033569336,97.4000015258789,96.61000061035156,96.69400024414062,30601,0.0,0.0
2022-03-01T00:00:00.000000000-0500,96.80999755859375,97.57499694824219,96.625,97.40599822998047,28474,0.0,0.0
2022-03-02T00:00:00.000000000-0500,97.40499877929688,97.8499984741211,97.29499816894531,97.41400146484375,29373,0.0,0.0
2022-03-03T00:00:00.000000000-0500,97.4800033569336,97.96499633789062,97.44000244140625,97.79100036621094,21765,0.0,0.0
2022-03-04T00:00:00.000000000-0500,98.06500244140625,98.94499969482422,97.83999633789062,98.6709976196289,29684,0.0,0.0
2022-03-07T00:00:00.000000000-0500,98.63500213623047,99.42500305175781,98.625,99.29499816894531,52821,0.0,0.0
2022-03-08T00:00:00.000000000-0500,99.25,99.33000183105469,98.69999694824219,99.08000183105469,41666,0.0,0.0
2022-03-09T00:00:00.000000000-0500,99.01499938964844,99.08499908447266,97.8499984741211,97.9530029296875,42708,0.0,0.0
2022-03-10T00:00:00.000000000-0500,98.0999984741211,98.6050033569336,97.70999908447266,98.50399780273438,29242,0.0,0.0
2022-03-11T00:00:00.000000000-0500,98.47000122070312,99.15499877929688,98.26000213623047,99.12999725341797,13649,0.0,0.0
2022-03-14T00:00:00.000000000-0400,98.9800033569336,99.25499725341797,98.73999786376953,98.87899780273438,15683,0.0,0.0
2022-03-15T00:00:00.000000000-0400,99.08499908447266,99.18000030517578,98.5999984741211,99.06400299072266,20632,0.0,0.0
2022-03-16T00:00:00.000000000-0400,98.91000366210938,99.0999984741211,98.29499816894531,98.62100219726562,23695,0.0,0.0
2022-03-17T00:00:00.000000000-0400,98.45500183105469,98.4800033569336,97.71499633789062,97.9749984741211,18549,0.0,0.0
2022-03-18T00:00:00.000000000-0400,97.9800033569336,98.63500213623047,97.84500122070312,98.22699737548828,13963,0.0,0.0
2022-03-21T00:00:00.000000000-0400,98.24500274658203,98.54000091552734,98.16000366210938,98.4990005493164,10840,0.0,0.0
2022-03-22T00:00:00.000000000-0400,98.49500274658203,98.95999908447266,98.31500244140625,98.52300262451172,16052,0.0,0.0
2022-03-23T00:00:00.000000000-0400,98.54000091552734,98.8949966430664,98.42500305175781,98.61499786376953,10352,0.0,0.0
2022-03-24T00:00:00.000000000-0400,98.62999725341797,98.96499633789062,98.5999984741211,98.80000305175781,16478,0.0,0.0
2022-03-25T00:00:00.000000000-0400,98.73999786376953,98.86499786376953,98.41999816894531,98.8219985961914,11831,0.0,0.0
2022-03-28T00:00:00.000000000-0400,98.83999633789062,99.36499786376953,98.81999969482422,99.05500030517578,22616,0.0,0.0
2022-03-29T00:00:00.000000000-0400,99.05000305175781,99.26499938964844,98.05500030517578,98.44100189208984,32137,0.0,0.0
2022-03-30T00:00:00.000000000-0400,98.46499633789062,98.48999786376953,97.7300033569336,97.875,20772,0.0,0.0
2022-03-31T00:00:00.000000000-0400,97.9000015258789,98.44000244140625,97.76000213623047,98.36000061035156,21389,0.0,0.0
2022-04-01T00:00:00.000000000-0400,98.36000061035156,98.75499725341797,98.34500122070312,98.62699890136719,16686,0.0,0.0
2022-04-04T00:00:00.000000000-0400,98.62999725341797,99.06999969482422,98.51499938964844,98.9739990234375,14016,0.0,0.0
2022-04-05T00:00:00.000000000-0400,98.9749984741211,99.50499725341797,98.81999969482422,99.4280014038086,25438,0.0,0.0
2022-04-06T00:00:00.000000000-0400,99.4800033569336,99.80000305175781,99.31500244140625,99.61499786376953,27262,0.0,0.0
2022-04-07T00:00:00.000000000-0400,99.66500091552734,99.8499984741211,99.43499755859375,99.76000213623047,17542,0.0,0.0
2022-04-08T00:00:00.000000000-0400,99.82499694824219,100.19999694824219,99.74500274658203,99.75299835205078,25956,0.0,0.0
2022-04-11T00:00:00.000000000-0400,99.69000244140625,100.05000305175781,99.61000061035156,99.92400360107422,14579,0.0,0.0
2022-04-12T00:00:00.000000000-0400,100.0199966430664,100.33499908447266,99.73999786376953,100.29199981689453,21002,0.0,0.0
2022-04-13T00:00:00.000000000-0400,100.31999969482422,100.51499938964844,99.80500030517578,99.91300201416016,33299,0.0,0.0
2022-04-14T00:00:00.000000000-0400,99.83999633789062,100.7699966430664,99.55500030517578,100.32599639892578,0,0.0,0.0
2022-04-18T00:00:00.000000000-0400,100.47000122070312,100.8499984741211,100.44999694824219,100.76599884033203,10331,0.0,0.0
2022-04-19T00:00:00.000000000-0400,100.80000305175781,101.02999877929688,100.68000030517578,100.96399688720703,14354,0.0,0.0
2022-04-20T00:00:00.000000000-0400,101.0,101.04499816894531,100.21499633789062,100.41699981689453,26305,0.0,0.0
2022-04-21T00:00:00.000000000-0400,100.3499984741211,100.67500305175781,99.80999755859375,100.61399841308594,32552,0.0,0.0
2022-04-22T00:00:00.000000000-0400,100.63500213623047,101.33999633789062,100.48500061035156,101.21299743652344,30365,0.0,0.0
2022-04-25T00:00:00.000000000-0400,101.1050033569336,101.86499786376953,101.05000305175781,101.76899719238281,19568,0.0,0.0
2022-04-26T00:00:00.000000000-0400,101.70500183105469,102.37000274658203,101.53500366210938,102.31800079345703,23219,0.0,0.0
